source,target,edge_type
806574940,06e6105d2c11aa57,account_device
806578D30,f52710db04a3590f,account_device
80657C030,d070456b1a8d4bb4,account_device
80657CD50,da8a4cb10e503efd,account_device
80657F980,abae4cad154db080,account_device
80658B5E0,69d9dbc350c6dcda,account_device
80658B5E0,UNKNOWN_DEVICE_A0021079,account_device
8065992B0,be66a88a3b975d7f,account_device
806599300,264f918dd73c989d,account_device
80659C2E0,2ddd324ed0a976bd,account_device
80659F8E0,390353396c0720eb,account_device
80659FF70,3f8fc867e981e625,account_device
8065A0540,331d48135f0b7651,account_device
8065B2210,1a304a389e983caf,account_device
8065B4A90,7b334b31245e3745,account_device
8065B6980,490cf86c98f68fcd,account_device
8065B6980,596683b3882f5115,account_device
8065BBB70,a282b90a406c0c86,account_device
8065BC290,4c372098429f66b6,account_device
8065BF270,07de071690f89499,account_device
8065C2380,adddcf774156b435,account_device
8065C2C90,f5302a78f953f503,account_device
8065C30A0,c9e760b68d4d8d3f,account_device
8065C69E0,a947c830667c50e6,account_device
8065C8A80,b7776d60a7b08a32,account_device
8065CD500,69934d42f84b1413,account_device
8065CEB20,bc31580f1a8cf8dd,account_device
8065D4890,a970eff0a795b933,account_device
8065D8150,579b2195881b78ed,account_device
8065D8150,41360dd02a77ba7a,account_device
8065D8320,27b277e4fac74f49,account_device
8065D8320,UNKNOWN_DEVICE_A0021172,account_device
8065DB140,f49b2a94c8b4b98a,account_device
8065DD430,d2cd81aed9bdeacd,account_device
8065DF380,df699bfa75c10e20,account_device
8065E8730,e9795be7a44fab56,account_device
8065E8730,UNKNOWN_DEVICE_A0021184,account_device
8065E9DD0,8057986a8596e855,account_device
8065F04D0,b9aa120d6d312b31,account_device
8065F61D0,49d06c87b6dcf378,account_device
8065FD540,fb526435e9ead9f3,account_device
8066051F0,6268bf260a5ba0ed,account_device
8066051F0,4565c7875b45b757,account_device
806605240,11b50d74b15d7fb2,account_device
80660BF60,b44d41148ebf33ff,account_device
806615260,dce0310ffc44f4a1,account_device
80661ADA0,8f4713eef564366c,account_device
80661C800,d24088a067eec27a,account_device
80661E7B0,UNKNOWN_DEVICE_A0021225,account_device
80661E7B0,109798c52ee23a07,account_device
806629BE0,c931ba4a0378843a,account_device
80662A070,37b11a2af92315ee,account_device
80662A070,UNKNOWN_DEVICE_A0021239,account_device
80662BAD0,448498ed3927387d,account_device
80662CF30,58ac3345779ad620,account_device
80662DE10,34778180faf8f248,account_device
80662F8F0,8699455fe7b2537b,account_device
80662F8F0,UNKNOWN_DEVICE_A0021254,account_device
80663BEB0,e256d67556c261ab,account_device
80663BEB0,UNKNOWN_DEVICE_A0021259,account_device
806641950,c0243d3642054ad9,account_device
806650610,fdb9e0a5e9da0745,account_device
806656310,d9fd3c6c3ad416e8,account_device
806666550,b6e8ee07a82c7c38,account_device
806668190,3cbeb68f41b24029,account_device
80666CF30,f8cfcfca9dbbfcf2,account_device
80666E3F0,01119212863ecb54,account_device
806672B00,59f1ef00c001ebba,account_device
8066807B0,5ceece94d477d4ea,account_device
806685680,acc2943eb9fb29d7,account_device
806686470,51ecf1dde3ae6ffd,account_device
806689160,38e8790db475c967,account_device
806689690,983163374d52559c,account_device
80668A6F0,5317b16b68014487,account_device
80668F370,b10d0dc9098a29ff,account_device
80668F830,af104f770a1bc9ec,account_device
806694250,050658ae5d9dc99a,account_device
806698470,9a8ef2778ef915cf,account_device
806698850,d8ceb5ebbe7bab83,account_device
8066A4680,98127a3cfe198fac,account_device
8066AD800,b3962b407208b6e5,account_device
8066C49A0,4a587c0cca5dece3,account_device
8066C70E0,d7920a63dcb75b85,account_device
8066C7E10,6cbc151e701c2d44,account_device
8066C98D0,a4ecda576a6e15d9,account_device
8066CE920,c550bd39d760adb8,account_device
8066CE920,bb9f0463c269b76d,account_device
8066CFF40,6e74314c37ff2377,account_device
8066D12D0,431bd6e6b48b83a8,account_device
8066D1960,31e5d5863a261f7b,account_device
8066D7B00,f8d06440eb4f0149,account_device
8066DBB20,49bf56bafbd769f0,account_device
8066DE780,dc2d6ed52274c337,account_device
8066E1400,2d690987092379f2,account_device
8066E5AA0,1341dd7db6f1524e,account_device
8066E5AA0,077278d90ff471f1,account_device
8066ED190,0cc4afa02cdca320,account_device
8066F4520,0c59438b3a41f49b,account_device
8066F5810,dc77bf0fde3a6517,account_device
8066F5860,94513232ea372fd5,account_device
806702F70,58a15d26ca5c8cb5,account_device
806705C70,7ce250d8faab207b,account_device
80670C550,879d5f5666a1c531,account_device
806718CB0,e51fdf4ed691707f,account_device
806718CB0,UNKNOWN_DEVICE_A0021411,account_device
80671A0C0,b680a5f93c62deda,account_device
806729EF0,dd4234f81f2df128,account_device
806730AB0,9e431b6848daa6dd,account_device
806745FE0,881b49246173d797,account_device
806750B70,ffe3cf2057bb0dc6,account_device
8067519E0,e906aa78edf8c584,account_device
8067576D0,be879dd5272fc87f,account_device
80675DA00,ccba33671941787b,account_device
80676AB00,7aa5f23c029edeb5,account_device
80676E280,a1fdf36158d4a679,account_device
8067736B0,b59bfae7717db54e,account_device
806773CC0,01874265a23a95b3,account_device
8067791C1,9aba6c1b55943add,account_device
80677CA30,71a200329301b3bc,account_device
806785950,45f63553413289d4,account_device
806786D60,3bd096ddf551368f,account_device
806786D60,2cdd6555e5dd7aae,account_device
806787910,3b86b753d09ecfd8,account_device
806788380,0c3b989c55283b6e,account_device
80678E780,3572d263c974994c,account_device
80678E970,961e6d9e822843eb,account_device
806791140,128ee6e4787314b9,account_device
806791140,13c4de006cb9ca9b,account_device
8067982B0,81721836b2c99a1a,account_device
8067A55D0,821ca17d595e4194,account_device
8067AD0A0,8dae2860c297747c,account_device
8067AD800,6839998cfe1a32d3,account_device
8067B6BF0,733bab38aa400ba3,account_device
8067B6C40,7ddde89d3b37af71,account_device
8067B9300,582af7baf5fcb84b,account_device
8067B9300,2307536158f497d1,account_device
8067C5290,01daf8f49844e865,account_device
8067C5480,1c89f6245734ca06,account_device
8067CB5E0,7f584b6a5d5ace3a,account_device
8067D6500,c05a65a2c3eb5978,account_device
8067D6C60,9e887a90fa579835,account_device
8067D6C60,e76fd58ebe0c3f80,account_device
8067D81B0,eca793b96d1feffd,account_device
8067D9C20,1f34aa147edddfe3,account_device
8067DDA00,2a185ab37d4065e5,account_device
8067EDB10,868eb2cae5d7dd48,account_device
8067EE4E0,18721e426f214fc5,account_device
8067F0E50,6b759d74eb1f637f,account_device
8067FB4D0,685eac07b81ff075,account_device
806800100,3d357c6950b38b33,account_device
80681D590,4cfa64209863b056,account_device
80681E690,43d217e4c76541ab,account_device
80681F080,ace04893d2352ffa,account_device
80681F820,9ce9a7118fee049c,account_device
80682B150,7b9ccef203422771,account_device
806839080,56d1d455b3eb7895,account_device
80683D480,df20e7327ad0509f,account_device
8068401D0,f423ae8beb89d224,account_device
80684E270,868f3f0f385982c8,account_device
80685EE50,96887f4dcf3751f2,account_device
806860350,0b361f095aaee11f,account_device
8068603F0,29433ffa28ec4da0,account_device
806861BF0,667ccfe272ef9cf6,account_device
80686D720,320d5c7b3b864723,account_device
8068731F0,d59415c931b056e8,account_device
80687C3A0,c05a1656127c3dbd,account_device
80687C590,8ba3c0e051c4d9e0,account_device
80687FD20,c2e325230ce2739f,account_device
8068834F0,ca648ebde8339886,account_device
80688D560,86803c1b36a61f92,account_device
806892950,cbcef4bc34a9ab1d,account_device
806892950,efb63b88ae692d6a,account_device
8068929F0,9407e7ac8b1aaf10,account_device
80689AEF0,4ac3d2e64878790f,account_device
8068AE9A0,492b70225c509715,account_device
8068AEF20,2d5de26f8faf0ef1,account_device
8068B91C0,fc1d78a3224cdc80,account_device
8068BA5E0,92b7fdbb5eade690,account_device
8068D7D10,4dc7855e71a99cc6,account_device
8068D82F0,8ae1bfbf0c103101,account_device
8068DA8F0,88af47832c43a820,account_device
8068E42C0,868ffc569f0ff190,account_device
8068EAE80,cf6322afa2b8d151,account_device
8068F1A60,3d8aa0cec0b6f72e,account_device
8068FD9F0,73721e4a24385e9a,account_device
8068FD9F0,2e959930bdb50e7b,account_device
806911FE0,908626228743f686,account_device
806917A50,ace4a01c36882b45,account_device
806918140,f0a865d6d6249a61,account_device
806918190,4b8066922c0013fd,account_device
80691F2C0,3e15dd44405d7249,account_device
80691F2C0,UNKNOWN_DEVICE_A0021745,account_device
80692A790,a45ce421e263cae0,account_device
80692CDB0,0695e8e9ec5a87ac,account_device
806931820,dbe720a71cfea7ee,account_device
806932FA0,0501fb5dbc3a1d2d,account_device
806933BE0,9d01f55352f0d1ef,account_device
80693A5B0,296c7e607a28c61f,account_device
80693AB90,85db1d3d4a958e10,account_device
80693AB90,580baf938f8ee6c5,account_device
80693BC00,5bac9bf66634b20d,account_device
80693C960,1cf1fb4194e8ba14,account_device
80693DD00,ef7265f6d9e9da6c,account_device
806942310,9315dd3bfe8600ba,account_device
8069544F0,01c7d215e53e8121,account_device
806954880,3a6d0f83a19eceb4,account_device
8069561F0,9c2b879e9621db2f,account_device
80695CA40,bdf0928f16618dd9,account_device
806967B30,ae2d174856a731d0,account_device
806967B30,UNKNOWN_DEVICE_A0021803,account_device
80696ECD0,759cd7400d4c6fda,account_device
80696EE10,e6a619c55147206c,account_device
8069903E0,45833e75ca288886,account_device
80699FBB0,f1b8505f813bbe3b,account_device
8069A49F0,48a2f988a6818ec5,account_device
8069AB290,b82b2b03a034d9e2,account_device
8069ACD00,046c958e8960a026,account_device
8069B0470,1f5b6a6ab69ede92,account_device
8069B2700,8f69c16f265b0b1d,account_device
8069B4990,ff09cc288aa912f6,account_device
8069B8F70,37e8467bfc4ede96,account_device
8069B9D60,7bd91f4e748153f4,account_device
8069C3920,ad4735811c1a089f,account_device
8069CB490,0cb8dd13affde30e,account_device
8069CC590,f01ee88587454c81,account_device
8069DA350,68005c79faa17cfa,account_device
8069E9C80,e988863a260c4b09,account_device
8069EB270,44ca5557e7414876,account_device
8069EB270,9e474be2d54ad463,account_device
8069EC370,1f308ef5285f208f,account_device
8069F4050,a2ef2f678034c96b,account_device
8069F4D70,71c454b3a63c2143,account_device
8069F6730,6a68fee60e7bd030,account_device
8069F6730,UNKNOWN_DEVICE_A0021877,account_device
8069F8E30,98beacd405225ea4,account_device
8069FAFB0,7623434833a59134,account_device
806A09CD0,7cedd1afd358b992,account_device
806A10570,43c0f2cc48322dce,account_device
806A106B0,d03471da1658507b,account_device
806A199C0,79bea69ec9261251,account_device
806A199C0,UNKNOWN_DEVICE_A0021898,account_device
806A1E350,3c1d7b327ea7b6f1,account_device
806A20680,f5c9bcf0f203e5ec,account_device
806A21480,18e0fd7d7e85015b,account_device
806A283B0,ae518dd8e32d2c74,account_device
806A2ADF0,1b38a6881e1ce21b,account_device
806A2F010,678cf2995ca14a6a,account_device
806A3C0D0,b5f0eb9371cac2e4,account_device
806A3D750,c12782d5bdbf09f6,account_device
806A3FDA0,8d88a97a49bcc418,account_device
806A3FEE0,26a0c7ed4329c900,account_device
806A47020,75ff0005ccffb959,account_device
806A48160,4bf0aa22084a9b00,account_device
806A48160,UNKNOWN_DEVICE_A0021938,account_device
806A558E0,d32bd98e911d730a,account_device
806A570E0,abbcfc2d079ed0dd,account_device
806A58BB0,89834001710140d0,account_device
806A62AB0,00ee443deb41bdd5,account_device
806A65A10,f46435ea39df7b34,account_device
806A66940,UNKNOWN_DEVICE_A0021956,account_device
806A66940,56c3a2ee2d192d94,account_device
806A6B720,c914b21422a04d7a,account_device
806A6E4C0,627389637955bd09,account_device
806A78CA0,6c2d25d24a82fddd,account_device
806A7B6F0,5f1ce7c2f04f6a39,account_device
806A7BE10,d0c6ee54d74f962d,account_device
806A83910,926a84dd4a92cf38,account_device
806A84BA0,59a7c3ccb3b81845,account_device
806A87870,dfa448147fa864ae,account_device
806A89DE0,f02a67bc24c49ef0,account_device
806A8A380,f71acfecc47b147e,account_device
806A8A5F0,56a856ee96a9af7f,account_device
806A8AEE0,9c89b7be232bca24,account_device
806A98C00,93105f236eae9865,account_device
806AA1030,605a267dd171d427,account_device
806AA6EE0,33ac20406198993a,account_device
806AA7880,077bec0c2d9ccf85,account_device
806AA7880,61596f4c1fbdc1d3,account_device
806AA8FE0,f6b7f679ac41d4d8,account_device
806AA96F0,9ff6ba0303b620dc,account_device
806AABF40,30e7622013f67da8,account_device
806AABF40,UNKNOWN_DEVICE_A0022049,account_device
806AAF370,9cca79fd7fc0d5b2,account_device
806AB0120,c8c71e4502489b29,account_device
806AB0AC0,6ad9befd76ad521e,account_device
806AB0AC0,660020bd9fe150f9,account_device
806AB0AC0,33bcdadb7ae55b98,account_device
806AB5830,f275f24e747e726b,account_device
806AB8F90,0c3fb6301a3d3c73,account_device
806AB8F90,UNKNOWN_DEVICE_A0022075,account_device
806AB9080,1f84cc29d2a1bbcf,account_device
806ABE0A0,2b9da20208959673,account_device
806ABE0A0,bb17351c7220baa8,account_device
806AC9FD0,869a9e57d5e3a7c3,account_device
806ACD410,d2221d8beb460fad,account_device
806ACD7F0,a291c53d007d1b94,account_device
806ADD200,f115f20629bc1a32,account_device
806ADD4D0,f701778f4130fb5a,account_device
806AF0280,17369f47b9fe2242,account_device
806AF39A0,e7b0c5ef4c4bbb85,account_device
806AF5E40,22c1358014716df9,account_device
806AF6160,2bf5b89f484d2224,account_device
806AFD060,7d9db4feaa8672de,account_device
806B04E40,023deba7c99710c2,account_device
806B0F180,1fbfe39c6bbc5f4f,account_device
806B12730,66a24a7fb90268a9,account_device
806B15480,f668e3877efa9f82,account_device
806B15480,9f9f2cef15500b4b,account_device
806B16210,8a08d7ae0305c57e,account_device
806B1F6F0,c358cbc642a4b7ab,account_device
806B22C00,6c2d4262ba955050,account_device
806B23DB0,0506bec63b2213ad,account_device
806B2E1F0,5bbb8f920ad22eb9,account_device
806B31680,a4af3d2fde29c55c,account_device
806B33320,954b1dbc886b7815,account_device
806B33760,3fbe115fd9cff76c,account_device
806B38310,e0d04f4040eaaaf1,account_device
806B39760,0a9876451fdb36c6,account_device
806B3CD00,c88ace0399a39e62,account_device
806B40470,896b7039155e345e,account_device
806B40C50,cbc072a2ea5d5ea9,account_device
806B420E0,2146a0032a212ed1,account_device
806B445D0,f014b239db7aca3f,account_device
806B445D0,UNKNOWN_DEVICE_A0022203,account_device
806B44910,3826a85ff90c9b9e,account_device
806B44910,UNKNOWN_DEVICE_A0022207,account_device
806B4C2D0,256e5290079e2bc6,account_device
806B54630,fe1354f03a388c34,account_device
806B54680,57b61b5df3ac2fdc,account_device
806B553D0,UNKNOWN_DEVICE_A0022218,account_device
806B553D0,6a598faac270d988,account_device
806B5E250,590dcacfc3245ed7,account_device
806B5EBC0,57dab9794debdf48,account_device
806B5EBC0,UNKNOWN_DEVICE_A0022234,account_device
806B5F8D0,15d6871553023de4,account_device
806B63290,f8b6faa2c862bbfe,account_device
806B63FC0,604591fa306f1487,account_device
806B66F00,02ba669fcaa74fed,account_device
806B75AF0,c7afe12135845642,account_device
806B875B0,2dc922d6763e55ee,account_device
806B8A900,87a07b8b36efd326,account_device
806B8FA70,00674734673fc6f7,account_device
806B93860,ec2dc47c96d91d81,account_device
806B94070,f0aedd8ae3f724b3,account_device
806B94070,d6c0eb60d571e899,account_device
806B971B0,68afa406339f5e77,account_device
806B9AF90,daca0014df3d19f9,account_device
806B9B6A0,57794d95527c15aa,account_device
806B9DBB0,39f43e6cade87cf0,account_device
806B9DBB0,UNKNOWN_DEVICE_A0022298,account_device
806B9FA20,55d6eb21d98c99d6,account_device
806B9FA20,c2dca5d0711e72fa,account_device
806BA2D60,7cec3f7b2fbfb497,account_device
806BC0EF0,26e8ae444d52a269,account_device
806BC1E60,1a3829940020d594,account_device
806BC1EB0,8d8753097066ae2c,account_device
806BC6610,d5e7d2636115d4ec,account_device
806BC9BC0,f5c7dcb0ebae6c5d,account_device
806BE6B90,UNKNOWN_DEVICE_A0022332,account_device
806BF3340,47ba5e557f000d58,account_device
806BF75B0,4f03cc228c4b211d,account_device
806BF8400,4e77af33dad6d627,account_device
806BF9000,2e61bdf4b72584bd,account_device
806BFA040,f67aa01e8b466e3e,account_device
806C024F0,2854342b1fefc85c,account_device
806C1C260,fa2be027287febfc,account_device
806C1C2B0,b27f55db7d7b3311,account_device
806C22D90,b0261c00a1c94155,account_device
806C23EC0,c947de57934ca342,account_device
806C23EC0,UNKNOWN_DEVICE_A0022366,account_device
806C25120,847affd3d9039a7c,account_device
806C25120,UNKNOWN_DEVICE_A0022369,account_device
806C30AA0,9afa9505e5ced6a3,account_device
806C374B0,505c436e2a5ac4e8,account_device
806C3BB10,45dd2019f4e89abd,account_device
806C4F430,e4c7541ce30123ac,account_device
806C52330,d89253f2a5e119f5,account_device
806C54A00,9b454c9a3fe605d1,account_device
806C5E8E0,9b39a7b21ba18b47,account_device
806C62690,d6fe57f089441693,account_device
806C640B0,b345b87dd96ce76f,account_device
806C68EA0,536980fbf313114a,account_device
806C69860,ed0103c1f1bb9d1d,account_device
806C6A5F0,463e609bf783875a,account_device
806C6FDC0,eee5321c19b8d376,account_device
806C74550,47a49ecf8313a8f9,account_device
806C75280,76ce2a23375679cc,account_device
806C7CF80,9269dd3a820fab2f,account_device
806C84040,5c92193fb2bfecfe,account_device
806C896A0,8e86c3ed4e4f014d,account_device
806C8A4E0,ddf869f5575428a9,account_device
806C8A670,c439d4d0c926311b,account_device
806C8A860,5b500738b6165600,account_device
806C8F2A0,00de6ad5300204e5,account_device
806C9AF10,eb9941e7b5f4fb94,account_device
806C9BF40,d66eb17c8f50f6a0,account_device
806C9F410,c0fd65f722cf88da,account_device
806C9F410,d4e5d173d586d614,account_device
806CA6160,2834ef7299b68313,account_device
806CA6160,UNKNOWN_DEVICE_A0022479,account_device
806CAE6D0,8627f22322415f7b,account_device
806CB5DC0,e7338740c9fa6ff5,account_device
806CB8600,cb02751422718b46,account_device
806CB8600,fc8a750c7ad6095e,account_device
806CBBE20,3cf46cef4ee3a118,account_device
806CC3E30,a607c447214edbc0,account_device
806CC6240,15ebaf77f95d7b69,account_device
806CC9800,27bb118cb27a0049,account_device
806CCD8F0,515f3dc3d435e4e5,account_device
806CD7380,1e665a71df76ef89,account_device
806CD7630,2c1ddbb1e8b52986,account_device
806CDA5E0,8ea07002f490f261,account_device
806CDDD20,678d67f785cda5d5,account_device
806CDE750,a305eb7576423017,account_device
806CE1E80,99429e56a72fdf65,account_device
806CEEB70,6c8f27c03dd94917,account_device
806CF1310,5f06c9e28138b0f9,account_device
806CF4A60,1b1b50f7aeffb295,account_device
806CF7480,d6fa90feba562ff2,account_device
806CFEEF0,525fe710d6b83364,account_device
806D00AA0,0738f2b7b9da3018,account_device
806D01100,28be2b9ba7ddfe05,account_device
806D0A1D0,e9cab4d65842f81f,account_device
806D13550,8ace3ddaaa68ccbc,account_device
806D143C0,d16024590d14e427,account_device
806D166D0,ee1ef3cbc92e469a,account_device
806D16EF0,f4ab2c9f43a05c2f,account_device
806D1CCB0,bfa4db389a24bb71,account_device
806D28FE0,45e319000c947b82,account_device
806D29250,dd03787ae0aa0f59,account_device
806D2BA00,60f400ddcfa287e2,account_device
806D31C80,a7523169bc7e6bc0,account_device
806D34860,0838574fbe381871,account_device
806D37450,d2b284456fa9dd17,account_device
806D378D0,8dfdfc5e9f105150,account_device
806D37B00,7896c9cbe4870855,account_device
806D38D30,88fb218d8bdf98ee,account_device
806D399E0,9174ff8688fee381,account_device
806D3B040,aad0597af4887e45,account_device
806D3C9E0,3b420fab04318d40,account_device
806D3F870,19319a0bb8a76b6e,account_device
806D3FF80,b2f7ee55b84e15f6,account_device
806D46E50,1b4104cc7296e098,account_device
806D47B10,0c396f75d9950a7c,account_device
806D5CDD0,053d67896fa6e476,account_device
806D5DBE0,437b1d36945cca53,account_device
806D641C0,9c135b96a13e6f5c,account_device
806D648A0,e97672b1e501bbe9,account_device
806D648A0,148421eda6b68342,account_device
806D6C080,aba795e2e7f188ef,account_device
806D73DD0,734f006834581fa6,account_device
806D76FD0,ec73c0c11d6fff70,account_device
806D7A170,07f827be91dce70d,account_device
806D871B0,1398f0c49286cf0e,account_device
806D8E300,55a296a8f2ab7b7b,account_device
806D8E5D0,45f15664b123b81b,account_device
806D922C0,b82903c5ac44297e,account_device
806D97D50,01399799d44476e5,account_device
806D9B280,d0e2cfd5fb942ca4,account_device
806DA0590,2be4a4502ff14b54,account_device
806DA7A80,b9dedd476453a954,account_device
806DA8640,6c4bfd33b73c4763,account_device
806DADD80,1517d198fa11ce29,account_device
806DB4BA0,6e4d602023309210,account_device
806DB86F0,b45999ecb72bf43b,account_device
806DCF1D0,e2f241a5c9e04a35,account_device
806DCF7A0,c229dddf14011d35,account_device
806DD1920,c006b888f3ae22f6,account_device
806DD7B70,37d7784604985025,account_device
806DDFF60,0ce04e03f128e33a,account_device
806DE0250,b46de4c4f2ce1f31,account_device
806DE34B0,1258a12f903509be,account_device
806DEA990,1a340d512c0e9a43,account_device
806DEDAD0,cb52c085ec26ee15,account_device
806DF0030,2e0dd31bb9b373ea,account_device
806DF0500,0aa94fab67d72beb,account_device
806DF1F70,0db5dbb55da8ebd2,account_device
806DF5350,UNKNOWN_DEVICE_A0022790,account_device
806E0F510,4ea30ac65612df11,account_device
806E11760,f50c2454130fb480,account_device
806E18280,2021c0bf01d94418,account_device
806E1B6F0,1940f35657b4b077,account_device
806E1E420,3ac3c07f30a86bec,account_device
806E22460,c37c0eff1f7942f5,account_device
806E23B70,d4963690cf89e535,account_device
806E26D20,cf04964397654ff5,account_device
806E27310,952c766c24c86122,account_device
806E30B40,774ec198fe229c49,account_device
806E36A50,84324bf3f4d65d05,account_device
806E44C50,e6fb70c2582f8579,account_device
806E4AD10,021be31f0f2ae10a,account_device
806E4AF30,UNKNOWN_DEVICE_A0022843,account_device
806E4AF30,264ba39346271de9,account_device
806E50D50,ac241aed3139d66b,account_device
806E5B990,88a858dc61cca9d7,account_device
806E623C0,d6a389fb4ab6e9d5,account_device
806E63950,1865013144672229,account_device
806E6A840,1019ac206da0a04d,account_device
806E6A840,f62e7630278488a6,account_device
806E6A840,UNKNOWN_DEVICE_A0022866,account_device
806E6AB10,d91de1c05b8a12c2,account_device
806E6AB10,9252d09fd2367685,account_device
806E6FE50,2d63715c144b7d0c,account_device
806E72870,963b3353f208f815,account_device
806E75F30,622a0a17b731505b,account_device
806E8ADD0,d39b67414504bf79,account_device
806E95350,f610d87825d786c1,account_device
806E9B160,e1796fbacf57637e,account_device
806E9B2A0,35aec4aaf0dfc5c4,account_device
806E9FF40,9c1b59a5aca3513d,account_device
806EA41B0,6c247ddb58095019,account_device
806EAD220,f2d68a7e16a445db,account_device
806EAD270,af27d5470daf1192,account_device
806EAD270,UNKNOWN_DEVICE_A0022916,account_device
806EB9F80,149e66714dd6c5bf,account_device
806EBADE0,6a4aa58316cc1fed,account_device
806EC3B70,ffb3493751f8417d,account_device
806ECE8E0,9f5a2728f856b524,account_device
806ED11A0,90ad739d82226d9a,account_device
806ED5570,f5c23b7db41d3fbc,account_device
806ED7E40,9dc001fe5ed3afc8,account_device
806ED9E20,30845e9c6e33980f,account_device
806ED9F10,773575545cde52d3,account_device
806ED9F10,UNKNOWN_DEVICE_A0022947,account_device
806EDCAE0,1c6722f1cc530df5,account_device
806EDD3F0,348aad09a3b220c2,account_device
806EDE2E0,1ed719c1399a1cac,account_device
806EE41E0,4b0972bb2e7d295a,account_device
806EE8CA0,d944ca6809132e02,account_device
806EF2B80,73654903dad2fefe,account_device
806F009F0,dcce3dd2c02aaf50,account_device
806F018D0,94695a9dcc1cfe68,account_device
806F066D0,8826880e7e6ca6c6,account_device
806F06F00,74b38b8f139db39b,account_device
806F121D0,7e8fd5f5013f30e1,account_device
806F1AE00,9ff125fceabcf211,account_device
806F1BF70,22c7b91f15977e38,account_device
806F1C3D0,fdfc77ca3d09a8c1,account_device
806F1CD70,30c6e9259f640397,account_device
806F238F0,1a22bcd6b4cafa9c,account_device
806F2B220,672208dccf4a3376,account_device
806F2FBF0,08b2dc7dd80cea9c,account_device
806F3A070,9f4b9e3ef72c331c,account_device
806F3C5B0,556bee3f5a8a67f2,account_device
806F3C5B0,72aa85767f78633f,account_device
806F3D5C0,30f54763ec6bc68d,account_device
806F3FE20,0cd7a14bd32e2f69,account_device
806F40E70,968b82674c01d6a8,account_device
806F40E70,UNKNOWN_DEVICE_A0023032,account_device
806F416F0,7cc234828fc5ce1d,account_device
806F416F0,690c51db90c5bcc8,account_device
806F4D150,2c8e0af953430f42,account_device
806F5A6A0,ed80564dc7f496fd,account_device
806F5CF70,239ad80011cdea44,account_device
806F68EF0,11283ab08616de0a,account_device
806F69CE0,d4953a3d2008f6fe,account_device
806F69CE0,UNKNOWN_DEVICE_A0023066,account_device
806F6FA90,8e77deddc06cb3e4,account_device
806F7B7C0,d75283a2f6df45ec,account_device
806F82460,01165819e886e7d8,account_device
806F828F0,bbfebe6f7aa2e564,account_device
806F83270,8d645bd5844621c1,account_device
806F8DB70,32e262c29eb6ef16,account_device
806F91A40,c2f69149b769f7ec,account_device
806FA47A0,7b59d8f38707a462,account_device
806FA47F0,bc7ba3b974f2f693,account_device
806FA9C10,e2f640c2df762007,account_device
806FB1450,UNKNOWN_DEVICE_A0023116,account_device
806FB1450,3f8fed1899a4aaa0,account_device
806FB2A30,742267cc9b720621,account_device
806FB5D60,8ed6f76ac65be1e6,account_device
806FBC170,9e17c7e674b09a11,account_device
806FCC0A0,UNKNOWN_DEVICE_A0023128,account_device
806FCC0A0,5e4adc1e3a882b8e,account_device
806FCC0A0,UNKNOWN_DEVICE_A0023130,account_device
806FD7DE0,021ed0cf9566d535,account_device
806FD7DE0,UNKNOWN_DEVICE_A0023136,account_device
806FDA270,c956bc81857cdcec,account_device
806FDA690,b1576713818e858c,account_device
806FDB960,e32cf3a82c0e9c33,account_device
806FDC5A0,df3b372cf282ddff,account_device
806FE5010,475cd6a80cfd778a,account_device
806FEFB10,6e745339d6445521,account_device
806FF9890,4e969c8af969d2cc,account_device
8070037C0,6bfd91d697ddef69,account_device
8070043E0,ee46cd648c4956c5,account_device
8070043E0,4305a7700908990c,account_device
807009D30,fe6dc97365935bb0,account_device
8070133B0,2f9e2ffc70d4cbef,account_device
807022E80,UNKNOWN_DEVICE_A0023178,account_device
807022E80,65ada90f7da70523,account_device
807023060,c24c65ab158d4c9e,account_device
807023060,UNKNOWN_DEVICE_A0023189,account_device
8070341E0,b53143363907f8f3,account_device
80703EEA0,d0d4833db992e4c6,account_device
807049450,2d1a6ea29501355b,account_device
80704ACD0,645c53a51bc9f2f2,account_device
80704F060,cb3bbc458982d14e,account_device
807051670,49a45a50cc5864f9,account_device
8070536A0,08e08ec88c82bd79,account_device
8070577B0,eb53c2a567d91c86,account_device
80705A0E0,c58181e851897efc,account_device
80705A7B0,d66eb328716d754a,account_device
807065AD0,dde9d535d215add4,account_device
807065AD0,d2f2c1e5f5f389b0,account_device
807077D40,9e3746bac1f510d2,account_device
80707C850,abbb1ad8eddd356f,account_device
807081420,5a52d30378b3811c,account_device
807083B60,fb40db5bdafc5764,account_device
807087750,125c800d93935810,account_device
807087750,b89310e2fbb837f6,account_device
807089C20,af1c60c58997bb7a,account_device
80708C400,52f7839be61a10d0,account_device
807096730,5d00a0d8f911e2bb,account_device
8070996E0,337584dd2f6ef7a7,account_device
80709CAA0,b35db3996dccf44e,account_device
80709E010,53fbbeba1f9e2b07,account_device
80709FD70,c9fff4b3db4601e9,account_device
8070AC5B0,3fc6ea572870dcb2,account_device
8070B76F0,85ea9eaf6a3ed124,account_device
8070B96C0,b34e32d00aeac136,account_device
8070B96C0,048dc725f5b82a8e,account_device
8070BEE70,4492adc6d05769fa,account_device
8070C4AE0,6575be828d4c28d5,account_device
8070C6A90,6b47537ff2f271a0,account_device
